,기업명,제목,LABEL
0,대보마그네틱,노바텍·엘앤씨바이오·대보마그네틱 청약,
1,대보마그네틱,"코리아펀딩, ""대보마그네틱 등 신재생에너지 기업 주목해야""",
0,셀리버리,[증시캘린더] 성장성 특례상장 1호 셀리버리 공모주 청약,
1,셀리버리,"'성장성 특례상장' 1호 셀리버리, 29~30일 청약",
0,셀리버리,"[더벨]DB금투, 셀리버리 IPO 흥행 도우미 '눈길'",
1,셀리버리,"셀리버리, 29일부터 이틀간 일반 청약 진행",
2,셀리버리,"[더벨]DB금투, '셀리버리 IPO' 실리도 챙겼다",
3,셀리버리,바이오벤처 잇단 상장...지분투자 제약사들 '화색',
4,셀리버리,[코스닥 주간메모] 10월 29일(월) ~ 11월 2일(금),
5,셀리버리,오늘의 증시 메모[10월 30일],
6,셀리버리,오늘의 증시 일정 (10월 30일),
7,셀리버리,[장외주식] 코스닥시장 하락의 영향속에 제너럴바이오의 눈에 띄는 상승,
0,대보마그네틱,"대보마그네틱, 공모가 3만1000원 확정…밴드 상단 초과",
1,대보마그네틱,"대보마그네틱, 공모가 3만 1,000원 확정···밴드 상단 초과",
2,대보마그네틱,"대보마그네틱, 공모가 3만1000원…밴드 상단 초과",
3,대보마그네틱,"대보마그네틱, 공모가 3만1천원…밴드 상단 초과",
4,대보마그네틱,"[장외시황] 대보마그네틱, 공모가 3만1000원 확정…파멥신ㆍLGCNS '신고가'",
5,대보마그네틱,"'마그넷 기업' 노바텍·대보마그네틱, 코스닥 출사표",
6,대보마그네틱,"대보마그네틱, 공모가 3만1천원 확정…내달 6일 코스닥 상장",
7,대보마그네틱,"대보마그네틱, 공모가 3만1000원 확정…밴드(2만2500~2만500원) 상단 초과",
8,대보마그네틱,"[더벨]셀리버리, 바이오 기업 IPO 흥행 이을까",
9,대보마그네틱,[장외주식] 현대엔지니어링과 바이오기업 메드팩토의 눈에 띄는 상승세,
0,셀리버리,"[공시+]셀리버리, 공모가 2만5000원 확정…희망가밴드 최상단",
1,셀리버리,[장외주식] 바이오기업 메드팩토의 상승세와 공모예정 셀리버리의 반등,
2,셀리버리,[CEO에게 듣는다]성장성 특례 1호 ‘셀리버리’,
3,셀리버리,[빅데이터로 본 재테크] 올 30% 폭락했던 中증시 반등 성공했지만…,
4,셀리버리,속절없이 무너진 바이오주…바이오IPO도 '살얼음',
5,셀리버리,코스피ㆍ코스닥 동반↓… 셀트리온ㆍ삼성바이오로직스ㆍ신라젠도 공동↓,
6,셀리버리,[더벨]증시침체 속 IPO주 호불호 현상 '뚜렷',
7,셀리버리,"[장외시황] 대보마그네틱, 공모청약 경쟁률 837대 1",
0,노바텍,"하나금투, 노바텍 IPO 주관…내달 2일 상장",
1,노바텍,"[인터뷰] 오춘택 노바텍 대표 ""2020년 매출 1000억원대 달성 목표""",
2,노바텍,"'IT용 자석 기업' 노바텍, 코스닥도 확 끌어당길까",
3,노바텍,"노바텍, 내달 코스닥 상장...""차폐자석 삼성전자에 독점공급""",
4,노바텍,"노바텍, 자석 차폐기술 발판삼아 '내달 2일 상장'",
5,노바텍,"100개기업 상장 불투명, 4분기 IPO시장 찬바람",
6,노바텍,"[오늘의 증시] 현대백화점 IR, 홍콩 증시 휴장 (10월17일)",
0,셀리버리,"셀리버리, 공모가 2만5000원 확정…희망가밴드 최상단",
1,셀리버리,"[마켓인사이트]성장성 특례상장 1호 셀리버리, 공모가 2만5000원 확정",
2,셀리버리,"셀리버리, 공모가 2만5000원 확정…경쟁률 698.98대 1 기록",
3,셀리버리,"셀리버리, 공모가 2만5천원 확정…내달 초 상장",
4,셀리버리,"셀리버리, 공모가 2만5000원 확정…희망가밴드 최상단",
5,셀리버리,"성장성 특례상장 1호 셀리버리, 공모가 2만5000원",
6,셀리버리,"[장외시황] 셀리버리, 3.03%↓…공모가 2만5000원 확정",
7,셀리버리,"일동제약 비상장사 첫 투자, 1년만에 수익률 127%",
8,셀리버리,"매출 오른 일동제약, 연구개발 집중",
9,셀리버리,[장외주식] 엘지씨엔에스와 바이오기업 메드팩토의 신고가 경신 랠리,
0,대보마그네틱,"이준각 대보마그네틱 대표 ""43년 동안 자석만 보고 걸었다""",
1,대보마그네틱,코리아펀딩의 비상장 기업 분석 '대보마그네틱',
2,대보마그네틱,"코리아펀딩, 장외주식 '대보마그네틱' 분석 보고서 공개",
3,대보마그네틱,바이오·로봇에 자석기업까지.. 코스닥 상장 이색 대결,
4,대보마그네틱,[위클리 마켓] LG생건·SK하이닉스·현대차 줄줄이 실적 발표,
5,대보마그네틱,"[이데일리N] 포스코, 올해 최대 영업이익 전망…나홀로 '승승장구' 外",
0,노바렉스,"노바렉스, 청약 경쟁률 631.42대 1 기록…오는 14일 상장",
1,노바렉스,"[마켓인사이트]건강식품업체 노바렉스, 청약 경쟁률 631 대 1",
2,노바렉스,"노바렉스, 청약 경쟁률 631.42대 1 기록…14일 코스닥 입성",
3,노바렉스,"노바렉스, 청약 성공리 마감…경쟁률 631.42대 1",
4,노바렉스,"[장외시황] 노바렉스, 공모청약 경쟁률 631대 1…싸이버로지텍 9.55%↑",
5,노바렉스,CJ CGV베트남 코스피상장 `없던 일로`,
6,노바렉스,[장외주식] 기업공개(IPO)종목인 셀리버리와 파멥신의 눈에 띄는 상승세,
7,노바렉스,"IPO 철회 두달 새 6곳, CB도 조기상환 내몰려…기업 '돈줄' 말라간다",
8,노바렉스,"장 막바지 회복한 코스닥, 소폭 약세…유한양행·휴온스글로벌↑",
9,노바렉스,[코스닥 메모] (6일) 신규상장=대보마그네틱(290670) 등,
0,셀리버리,'성장성 특례상장 1호' 셀리버리 내달 코스닥 입성,
1,셀리버리,성장성 특례상장 1호 셀리버리…내달 코스닥 상장,
2,셀리버리,"셀리버리, 약리물질 생체 내 전송기술 관한 플랫폼 기술 보유",
3,셀리버리,"[IPO] 조대웅 셀리버리 대표 ""글로벌 바이오 신약 개발사 될 것""",
4,셀리버리,"[더벨]셀리버리, 바이오 기업 IPO 흥행 이을까",
5,셀리버리,"셀리버리, 상장 후 글로벌 라이선스아웃 기대-KTB투자증권",
6,셀리버리,"[IPO 간담회]셀리버리, 성장성 특례상장 1호…내달 코스닥 상장",
7,셀리버리,"테마섹 폭풍·증시여파, 셀트리온 3대장·삼바 등 일제히 폭락마감",
8,셀리버리,[장외주식] 현대엔지니어링과 바이오기업 메드팩토의 눈에 띄는 상승세,
9,셀리버리,"[장외시황] 대보마그네틱, 공모가 3만1000원 확정…파멥신ㆍLGCNS '신고가'",
0,노바렉스,건강기능식품 개발·생산 노바렉스 11월 코스닥 상장,
1,노바렉스,[포토] 인사말하는 노바렉스 이상준 대표,
2,노바렉스,"[IPO]'건강기능식품 개발·제조 업체' 노바렉스, 내달 코스닥 상장...""지속 성...",
3,노바렉스,"[장외시황] 노바렉스, 1달 만에 반등…엘앤씨바이오, 내일 코스닥 상장",
4,노바렉스,"노바렉스 코스닥 상장 임박, 공모가 1만9000원~2만4000원",
5,노바렉스,"코스닥 상장 앞둔 노바렉스, “글로벌 건강기능식품 Top-Tier 될 것”",
6,노바렉스,"[IPO 기자간담회]노바렉스, 글로벌 건강기능식품 시장 진출…내달 코스닥 상장",
7,노바렉스,"[이데일리N] KT, 10배 빠른 10기가 인터넷 상용화…'UHD영화 30초' 外",
8,노바렉스,[장외주식] 공모예정인 파멥신과 티로보틱스의 의미있는 반등,
9,노바렉스,"코스피·코스닥 강세 마감, 셀트리온3대장 나란히 약세",
0,셀리버리,"[stock&톡]일동제약, 셀리버리 상장으로 ‘신약개발 취약한 제약사’ 이미지 ...",
1,셀리버리,"""일동제약, 3분기 실적부진 일시적…4분기 정상화""-KTB",
2,셀리버리,"“일동제약 주식 사도 된다”, 내년부터 연구개발 투자의 수확",
3,셀리버리,"일동제약, 일시적인 3Q 실적부진-KTB證",
4,셀리버리,"[ET투자뉴스]일동제약, ""3Q 실적부진 일시…"" BUY-KTB투자증권",
5,셀리버리,[장외주식] 승인종목 현대오일뱅크와 현대엔지니어링의 완만한 상승세,
6,셀리버리,"[장외시황] 노바렉스, 10% 급락…LG CNS, 최고가 경신",
7,셀리버리,"""일동제약, 3분기 실적부진 일시적…4분기 기대""-KTB투자證",
8,셀리버리,"일동제약, 4분기 실적 정상화 전망-KTB투자증권",
0,셀리버리,파킨슨병 치료제로 화제된 기업 '셀리버리'...내달 코스닥 상장,
1,셀리버리,"[더벨]셀리버리, IPO 흥행…오버부킹 조기 달성",
2,셀리버리,"'2대주주 대거 포진'...제약·바이오, 지분 생태계 급변",
3,셀리버리,바이오업체 5곳 11월 코스닥 무더기 입성…강점은 무엇?,
4,셀리버리,[장외주식] 엘지씨엔에스의 최고가 경신과 공모예정 파멥신의 완만한 상승,
5,셀리버리,[장외시황] 엘앤씨바이오 공모청약 경쟁률 916대 1…노바텍 326대 1,
0,디자인,구리시장 '월드디자인시티' 정상화 논의…뉴욕 방문,
1,디자인,로고 디자인 플랫폼 비비빅닷컴 투자 유치,
2,디자인,"디자인, 공모가 1만100원 확정… 희망공모가밴드 상단 결정",
3,디자인,“디자인만 하면 코드 자동 생성”…‘크래커나인’ 베타 출시,
4,디자인,2019 카페 산업 키워드는 'D.E.E.P'…디자인에 환경 중요성 등 부각,
5,디자인,"‘드로잉 마스터’ 김정기, 드렁큰타이거 20주년 앨범 커버 디자인 참여",
6,디자인,'DMZ 멸종위기 동물로 디자인한 씰',
7,디자인,"네이버 지식iN, Q&A 리뉴얼… ""디자인·기능 전면 개편""",
8,디자인,"티스쿨, 직무 연수 과정 '디자인씽킹' 개설",
9,디자인,디자인-기능성 동시에 잡은 프리미엄 힙시트아기띠 눈길,
0,디자인,[종합] 화끈한 페이스리프트…제네시스 G90 디자인 공개,
1,디자인,제네시스 ‘G90’ 공개…‘EQ900’ 이름·디자인 다 바꿨다,
2,디자인,"외신 ""삼성 폴더블폰 디자인 흥미로워…폴더블 주류될 것""",
3,디자인,"수원 양상민, 팬들에게 직접 디자인한 손수건 '3천333장 쏜다!'",
4,디자인,디자인 패치로 연출하는 핸드백,
5,디자인,"'럭셔리 디자인 강조' 뉴 G90, 현대차그룹 대표 플래그십 세단 '재탄생'",
6,디자인,"한세실업, ‘서울 워크 디자인 위크 2018’ 후원",
7,디자인,"광주여대 실내디자인학과, 산학협력 협의회 개최",
8,디자인,'세종 혁신교육으로 디자인하다' 출간,
9,디자인,"한국장애인개발원, 2018 유니버설디자인 국제세미나",
0,노바렉스,"""노바렉스, 안정적 성장 지속 전망""-유진",
1,노바렉스,"""노바렉스, 안정적 성장+중장기 성장가속 기대"" -유진투자증권",
2,노바렉스,"[더벨]CJ CGV베트남, 증시급락 한파 극복할까",
3,노바렉스,찬바람 부는 증시…고민 깊어진 IPO 시장,
4,노바렉스,"[장외시황] 셀리버리, 공모청약 경쟁률 808.45대 1",
5,노바렉스,[장외주식] 공모예정 싸이토젠과 바이오시밀러 업체 에이프로젠의 반등,
0,디지캡,"코넥스, 127개 거래…카이노스메드 거래대금 1위",
0,명성티엔에스,"명성티엔에스, 2차전지 설비 전문제조…中배터리붐 기대",
1,명성티엔에스,"[장외시황] 명성티엔에스, 공모청약 경쟁률 804.78대 1",
2,명성티엔에스,"[마켓인사이트]코스닥 상장 앞둔 명성티엔에스, 일반 청약 경쟁률 804.79대 1",
3,명성티엔에스,[장외주식] 파멥신의 급등과 엔쓰리엔의 눈에 띄는 상승세,
4,명성티엔에스,"성수기 아닌 성수기 맞는 IPO 시장…""대어급 부재 탓""",
5,명성티엔에스,[코스닥 메모] (5일) 무상기준일=삼본정밀전자 등,
0,디지캡,"코리아펀딩, 디지캡 분석 자료 공개",
1,디지캡,"[fnRASSI]디지캡, 1.87% 오르며 거래량 증가",
2,디지캡,코넥스→코스닥 이전상장 러시 재개…바이오株 주목,
3,디지캡,"코넥스, 122개 종목 거래…거래대금 1위 ‘카이노스메드’",
4,디지캡,코스닥 이전상장 다시 '러시'…작년 대비 2배↑,
5,디지캡,"[오늘의 증시] 듀켐바이오 제3자배정 유상증자, FOMC 회의록 공개(8월 22일)",
0,명성티엔에스,"[클릭 e종목]“명성티엔에스, 전방산업 성장으로 수주환경 우호적”",
1,명성티엔에스,오늘의 증시 메모[9월 5일],
2,명성티엔에스,[아주증시포커스]외국인 기술·고배당株 '싹쓸이',
3,명성티엔에스,오늘의 증시 일정 (9월 5일),
4,명성티엔에스,[코스닥 메모] (4일) 변경상장=해덕파워웨이(액면변경) 등,
0,명성티엔에스,[9월 증시] 하나제약 등 총 11곳 줄줄이 공모 청약 대기,
0,명성티엔에스,명성티엔에스 공모가 2만원 확정…희망가 상단 초과,
1,명성티엔에스,"명성티엔에스 공모가 2만원 확정…밴드 상단 초과, 당초 희망가는 '1만6100원...",
2,명성티엔에스,"명성티엔에스, 공모가 2만 원 확정",
3,명성티엔에스,"명성티엔에스, 공모가 2만원 확정…13일 상장 예정",
4,명성티엔에스,"[장외시황] 싸이버로지텍, 신고가 랠리…명성티엔에스, 기관경쟁률 745.56대 ...",
5,명성티엔에스,"명성티엔에스, 최종 공모가 2만원 확정…희망 밴드 상단 초과",
6,명성티엔에스,오늘의 증시 메모[9월 4일],
7,명성티엔에스,오늘의 증시 일정 (9월 4일),
8,명성티엔에스,[장외주식] 기업공개(IPO)관련주의 종목별 차별화 장세,
9,명성티엔에스,"[더벨]NICE 계열 '아이티엠반도체', IPO 추진",
0,명성티엔에스,[장외주식] 기업공개(IPO)관려주의 침체와 상장가능 후보종목군의 상승,
0,명성티엔에스,명성티엔에스·우진아이엔에스 공모 청약,
1,명성티엔에스,새내기株 수익률 부진에도 9월 IPO시장 '풍년’,
0,푸드나무,[증시캘린더] 크리스에프앤씨 등 4곳 내달 상장위해 공모청약,
1,푸드나무,[코스닥 주간메모] 9월 17일(월) ~ 9월 21일(금),
2,푸드나무,오늘의 증시 일정 (9월 18일),
3,푸드나무,"랭킹닭컴, '천하제일 몸짱대회' 당첨자 발표… ""바디프로필 촬영 제공""",
4,푸드나무,[장외시황] 싸이버로지텍ㆍ티맥스소프트 ‘동반 신고가’,
5,푸드나무,오늘의 증시 메모[9월 18일],
0,푸드나무,오늘의 증시 메모[9월 19일],
1,푸드나무,"[아주증시포커스]신흥국펀드 추락에 ""옥석은 가려야""",
2,푸드나무,오늘의 증시 일정 (9월 19일),
3,푸드나무,[장외주식]최근 심사 승인된 노바렉스와 셀리버리의 큰 폭 상승,
4,푸드나무,[코스닥 메모] (18일) 상장폐지=카카오M 등,
0,지티지웰니스,"[공시]지티지웰니스, 지분증권 효력발생",
1,지티지웰니스,"[증시초점]탄력 잃는 IPO 시장…""공모 1조 넘기는 기업 전무할수도""",
2,지티지웰니스,"[오늘의 증시] 카카오 IR, 하나금융지주 실적발표(9월4일)",
3,지티지웰니스,[전일(3일) 주요 공시]카카오 외,
0,지티지웰니스,지티지웰니스·IBKS 제10호스팩 공모 청약,
1,지티지웰니스,[증시캘린더]지티지웰니스 12일 공모주 청약···우진아이엔에스 코스피 신규...,
